file_name,gt,pred,event_type,match_iou
2024-08-21_14-38-20-06-00_0003_104MEDIA_DSCF0552_JPG.rf.3c4467542ce9492ee1fd5e57c5b03ade.jpg,19,background,unmatched_ground_truth,NA
2024-08-21_14-38-20-06-00_0003_104MEDIA_DSCF0552_JPG.rf.3c4467542ce9492ee1fd5e57c5b03ade.jpg,52,background,unmatched_ground_truth,NA
2024-08-21_14-38-20-06-00_0003_104MEDIA_DSCF0552_JPG.rf.3c4467542ce9492ee1fd5e57c5b03ade.jpg,52,background,unmatched_ground_truth,NA
2024-08-21_14-38-20-06-00_0003_104MEDIA_DSCF0552_JPG.rf.3c4467542ce9492ee1fd5e57c5b03ade.jpg,19,background,unmatched_ground_truth,NA
2024-08-21_14-38-20-06-00_0003_104MEDIA_DSCF0552_JPG.rf.3c4467542ce9492ee1fd5e57c5b03ade.jpg,19,background,unmatched_ground_truth,NA
2024-08-21_14-38-20-06-00_0003_104MEDIA_DSCF0552_JPG.rf.3c4467542ce9492ee1fd5e57c5b03ade.jpg,19,background,unmatched_ground_truth,NA
2024-08-21_14-38-20-06-00_0003_104MEDIA_DSCF0552_JPG.rf.3c4467542ce9492ee1fd5e57c5b03ade.jpg,52,background,unmatched_ground_truth,NA
2024-08-21_14-38-20-06-00_0003_104MEDIA_DSCF0552_JPG.rf.3c4467542ce9492ee1fd5e57c5b03ade.jpg,52,background,unmatched_ground_truth,NA
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,2,2,correct_match,0.8193683953827663
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,2,2,correct_match,0.9203807254367432
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,2,2,correct_match,0.7839367637132899
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,2,2,correct_match,0.9357785472658375
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,2,2,correct_match,0.9446931174626004
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,2,2,correct_match,0.946174671024986
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,2,background,unmatched_ground_truth,NA
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,2,2,correct_match,0.8803892524835152
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,2,2,correct_match,0.8980738338035996
Acanthurus-chirurgus_45_jpeg.rf.1dbcff035c4378ed4fc0476eb1835020.jpg,background,2,unmatched_prediction,NA
2024-08-13_17-40-24-06-00_0004_100MEDIA_DSCF0755_JPG.rf.3929e352b46079517e1843762784e899.jpg,34,34,correct_match,0.8894385469689262
2024-08-13_17-40-24-06-00_0004_100MEDIA_DSCF0755_JPG.rf.3929e352b46079517e1843762784e899.jpg,22,22,correct_match,0.8831515683517771
2024-08-13_17-40-24-06-00_0004_100MEDIA_DSCF0755_JPG.rf.3929e352b46079517e1843762784e899.jpg,34,34,correct_match,0.7653847159852718
2024-08-13_17-40-24-06-00_0004_100MEDIA_DSCF0755_JPG.rf.3929e352b46079517e1843762784e899.jpg,18,background,unmatched_ground_truth,NA
2024-08-13_17-40-24-06-00_0004_100MEDIA_DSCF0755_JPG.rf.3929e352b46079517e1843762784e899.jpg,34,34,correct_match,0.8231857379087443
2024-08-13_17-40-24-06-00_0004_100MEDIA_DSCF0755_JPG.rf.3929e352b46079517e1843762784e899.jpg,22,22,correct_match,0.8371665777718685
2024-08-13_17-40-24-06-00_0004_100MEDIA_DSCF0755_JPG.rf.3929e352b46079517e1843762784e899.jpg,34,34,correct_match,0.8866882555625071
2024-08-13_17-40-24-06-00_0004_100MEDIA_DSCF0755_JPG.rf.3929e352b46079517e1843762784e899.jpg,18,background,unmatched_ground_truth,NA
Scarus-iseri_12_jpg.rf.ff0d66c76df78590d991220f5d9cc4df.jpg,41,background,unmatched_ground_truth,NA
Scarus-iseri_12_jpg.rf.ff0d66c76df78590d991220f5d9cc4df.jpg,41,background,unmatched_ground_truth,NA
Haemulon-flavolineatum_2_jpeg.rf.d5261573fad58517333501fc89412a9e.jpg,20,20,correct_match,0.905254441460847
Haemulon-flavolineatum_2_jpeg.rf.d5261573fad58517333501fc89412a9e.jpg,20,background,unmatched_ground_truth,NA
2024-09-04_17-07-44-06-00_0005_103MEDIA_DSCF0747_JPG.rf.cdd9b79883a8907faac038a11ecdb571.jpg,34,34,correct_match,0.642026392173129
2024-09-04_17-07-44-06-00_0005_103MEDIA_DSCF0747_JPG.rf.cdd9b79883a8907faac038a11ecdb571.jpg,34,34,correct_match,0.6316803963094818
2025-09-12_13-45-42-06-00_0003_108MEDIA_DSCF0018_JPG.rf.2e002224b52c57890b542e341f9c7610.jpg,39,39,correct_match,0.9137510474013297
2025-09-12_13-45-42-06-00_0003_108MEDIA_DSCF0018_JPG.rf.2e002224b52c57890b542e341f9c7610.jpg,39,39,correct_match,0.8981164916782364
Scarus-iseri_tp_38_jpg.rf.90205aa85f5b663a99f339a616ee52ec.jpg,41,41,correct_match,0.9691168722178438
Lutjanus-analis_33_jpeg.rf.f23863ca4612525719d50326be275f18.jpg,29,29,correct_match,0.9111937753147832
Lutjanus-jocu_39_jpeg.rf.589672f9784afaeb1355307ea7f3fcc0.jpg,31,31,correct_match,0.9247897910230296
Lutjanus-jocu_39_jpeg.rf.589672f9784afaeb1355307ea7f3fcc0.jpg,31,31,correct_match,0.9299501355144141
2024-08-25_18-08-58-06-00_0005_106MEDIA_DSCF0497_JPG.rf.eb1537f42cda07437348c684a131b18b.jpg,27,background,unmatched_ground_truth,NA
2024-08-25_18-08-58-06-00_0005_106MEDIA_DSCF0497_JPG.rf.eb1537f42cda07437348c684a131b18b.jpg,27,background,unmatched_ground_truth,NA
2024-08-25_18-08-58-06-00_0005_106MEDIA_DSCF0497_JPG.rf.eb1537f42cda07437348c684a131b18b.jpg,27,background,unmatched_ground_truth,NA
Mycteroperca-bonaci_46_jpg.rf.974548938d7f8765cdc08cf861231619.jpg,32,32,correct_match,0.9404317333529177
Mycteroperca-bonaci_46_jpg.rf.974548938d7f8765cdc08cf861231619.jpg,32,32,correct_match,0.9063136464939411
2024-08-26_14-54-28-06-00_0005_106MEDIA_DSCF0913_JPG.rf.e18aa06cd25e0af9e5a54ab21ddcb8eb.jpg,47,47,correct_match,0.9386724030448489
2024-08-26_14-54-28-06-00_0005_106MEDIA_DSCF0913_JPG.rf.e18aa06cd25e0af9e5a54ab21ddcb8eb.jpg,47,47,correct_match,0.9362116805300292
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,10,10,correct_match,0.9247016358721805
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,10,10,correct_match,0.8444215746951841
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,10,52,class_confusion,0.7999451454209974
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,10,10,correct_match,0.8716354308453249
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,25,21,class_confusion,0.7779765491256986
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,10,10,correct_match,0.9030582717245021
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,10,10,correct_match,0.8370932282519777
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,10,background,unmatched_ground_truth,NA
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,10,background,unmatched_ground_truth,NA
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,10,10,correct_match,0.8660430460577454
2024-08-26_15-16-06-06-00_0004_106MEDIA_DSCF0965_JPG.rf.0494dcce88ca29c033c51e084cd78db0.jpg,25,21,class_confusion,0.7785944850078286
